GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "31000","Nebraska",4,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",49819.2,51822.1,53685.2,56527.5,59607.2,61417.3,66402.1,70469.2,74564.5,78813.8,83834.8,85628.0,86870.4,91561.5,99921.1,102725.9,107260.7,111945.9,116514.6,118145.9,121726.6,127015.5,131866.9,134580.8,146285.4,161702.0
 "31000","Nebraska",4,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",27299.2,29083.8,30863.1,32759.9,34290.4,35648.1,37116.4,38898.8,40559.2,42662.3,44915.7,46580.5,46210.1,46521.3,47836.9,50504.9,51623.3,54193.1,56727.6,58112.1,60446.2,63249.0,65610.6,67116.3,71017.5,(NA)
 "31000","Nebraska",4,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",19352.1,19920.9,20462.7,21294.2,22594.8,22189.8,25378.4,27307.5,30008.8,31623.1,33908.1,33994.7,35738.8,39759.2,46622.9,46691.9,49888.8,51431.1,53288.9,53446.3,54487.7,56470.3,59261.8,63923.3,69624.7,(NA)
 "31000","Nebraska",4,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",3167.9,2817.4,2359.4,2473.4,2722.0,3579.5,3907.2,4262.9,3996.5,4528.4,5010.9,5052.8,4921.5,5281.0,5461.2,5529.1,5748.6,6321.7,6498.1,6587.6,6792.6,7296.2,6994.5,3541.2,5643.3,(NA)
 "31000","Nebraska",4,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",3678.4,3629.3,3700.3,3817.7,4080.5,4245.6,4759.6,5130.2,5482.1,5488.3,5736.1,5891.1,5727.1,6038.9,6290.5,6374.1,6787.7,7374.1,7593.5,7755.1,7922.3,8350.6,8496.8,8766.9,9505.9,(NA)
 "31000","Nebraska",4,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-510.5,-811.9,-1340.8,-1344.3,-1358.5,-666.0,-852.4,-867.3,-1485.6,-959.8,-725.2,-838.3,-805.6,-757.9,-829.2,-845.1,-1039.1,-1052.4,-1095.4,-1167.6,-1129.7,-1054.4,-1502.3,-5225.7,-3862.6,(NA)
 "32000","Nevada",8,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",89895.1,94672.8,101394.7,105635.4,106635.3,110448.6,115275.4,127325.6,137508.8,142967.1,144107.1,139954.2,128241.3,129828.4,130697.9,129312.9,129720.9,130897.4,136347.4,140081.2,145485.5,150448.0,156959.1,146492.5,159567.3,165455.1
 "32000","Nevada",8,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",69.517,73.212,78.410,81.690,82.463,85.412,89.145,98.463,106.338,110.559,111.441,108.229,99.171,100.399,101.071,100.000,100.316,101.225,105.440,108.327,112.507,116.344,121.379,113.285,123.396,127.949
 "32000","Nevada",8,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",60259.1,65114.2,71595.9,76833.1,80429.2,85008.7,90633.6,103231.0,116166.2,125848.3,131620.9,130609.5,122127.1,124669.4,127677.9,129312.9,132086.4,136008.7,145115.9,151840.4,160653.1,170257.6,182186.3,172562.6,194486.6,215917.8
 "32000","Nevada",8,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",32832.8,36103.2,39629.9,42526.1,45081.8,46509.5,49971.1,55558.5,61302.9,65874.9,69827.7,69907.3,64368.5,63272.3,63760.1,65861.0,67692.7,72262.2,76468.8,80383.3,84279.4,89361.4,94741.7,92444.8,104077.6,(NA)
 "32000","Nevada",8,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",22608.5,23858.9,26310.4,28205.0,29124.6,31824.5,33917.7,39143.9,44841.2,49527.6,50866.5,49682.4,47488.1,50698.5,52778.3,52575.6,52710.7,51800.2,56107.6,57315.1,61849.9,64747.7,70497.0,69435.6,77840.3,(NA)
 "32000","Nevada",8,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",4817.8,5152.1,5655.7,6102.0,6222.8,6674.8,6744.8,8528.6,10022.1,10445.8,10926.7,11019.9,10270.4,10698.6,11139.5,10876.3,11683.0,11946.3,12539.6,14142.0,14523.8,16148.5,16947.7,10682.2,12568.8,(NA)
 "32000","Nevada",8,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",4973.9,5308.7,5820.0,6266.5,6527.0,6887.1,7041.3,8779.1,10324.9,10707.1,11194.0,11304.6,10595.0,10971.6,11444.1,11150.6,11963.0,12287.8,12884.5,14491.2,14853.9,16498.8,17334.7,16024.5,18019.7,(NA)
 "32000","Nevada",8,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-156.1,-156.6,-164.3,-164.5,-304.2,-212.3,-296.5,-250.6,-302.8,-261.2,-267.2,-284.7,-324.6,-273.0,-304.6,-274.3,-279.9,-341.5,-345.0,-349.1,-330.1,-350.4,-387.0,-5342.3,-5450.9,(NA)
 "33000","New Hampshire",1,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",48359.7,51538.7,53084.5,56779.4,57632.6,59474.6,61892.7,64408.6,65034.4,66628.2,66853.6,65854.1,65023.4,67125.8,67559.1,68498.1,69080.3,70213.7,72042.4,73572.2,73972.7,75433.0,76819.1,75927.6,82986.3,83004.4
 "33000","New Hampshire",1,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",70.600,75.241,77.498,82.892,84.138,86.827,90.357,94.030,94.943,97.270,97.599,96.140,94.927,97.997,98.629,100.000,100.850,102.505,105.174,107.408,107.992,110.124,112.148,110.846,121.151,121.178
 "33000","New Hampshire",1,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",38206.6,40554.0,41955.2,45342.0,46817.5,49059.9,51637.6,54918.2,56952.6,60017.0,61782.1,61700.2,62522.9,64843.6,66153.2,68498.1,70476.2,72995.2,76478.0,79090.1,80598.0,83869.8,87338.2,88337.7,99673.3,105414.4
 "33000","New Hampshire",1,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",20230.7,22064.3,23462.7,26008.4,27051.6,27529.0,28658.7,30504.8,31938.5,33656.6,34975.2,35836.0,35081.3,35657.9,36919.3,37640.8,38755.3,40747.5,42398.1,43812.1,45494.6,47405.3,49338.1,50864.2,57951.6,(NA)
 "33000","New Hampshire",1,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",15319.7,15737.8,15500.6,16218.5,16594.1,18187.5,19285.2,20491.2,20972.4,22221.7,22604.5,21686.0,23133.3,24931.6,24797.9,26218.4,26808.9,26930.6,28458.8,29427.2,28844.5,29957.9,31756.3,33590.7,36975.0,(NA)
 "33000","New Hampshire",1,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",2656.2,2751.8,2991.9,3115.1,3171.7,3343.3,3693.7,3922.2,4041.7,4138.7,4202.5,4178.3,4308.2,4254.0,4436.0,4638.9,4912.0,5317.2,5621.1,5850.7,6258.9,6506.6,6243.8,3882.7,4746.7,(NA)
 "33000","New Hampshire",1,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",2731.1,2824.9,3076.5,3198.9,3270.8,3455.5,3830.6,4068.7,4209.5,4281.1,4334.2,4310.4,4477.3,4428.0,4633.6,4818.4,5085.4,5482.5,5780.3,6015.6,6421.7,6664.8,6401.3,6407.7,6792.0,(NA)
 "33000","New Hampshire",1,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-74.9,-73.1,-84.6,-83.8,-99.1,-112.2,-136.8,-146.5,-167.8,-142.4,-131.7,-132.1,-169.1,-174.0,-197.6,-179.5,-173.4,-165.4,-159.2,-164.9,-162.8,-158.2,-157.6,-2524.9,-2045.3,(NA)
 "34000","New Jersey",2,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",426002.8,433564.0,447872.1,471426.9,476616.7,484657.1,494703.5,498245.2,507894.7,516681.4,520898.3,534501.4,506850.7,513917.9,507604.0,517195.9,523725.8,522166.4,529953.7,535055.3,537578.5,550059.5,559648.8,535323.7,566893.2,581704.2
 "34000","New Jersey",2,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",82.368,83.830,86.596,91.151,92.154,93.709,95.651,96.336,98.202,99.901,100.716,103.346,98.000,99.366,98.145,100.000,101.263,100.961,102.467,103.453,103.941,106.354,108.208,103.505,109.609,112.473
 "34000","New Jersey",2,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",307817.1,319861.3,336064.9,361005.4,373698.0,386132.5,400984.7,414848.6,435736.7,457593.1,474867.9,496227.2,482458.9,492762.4,495965.8,517195.9,534177.8,542842.8,563233.8,575501.0,587421.0,614106.5,637630.4,620085.9,682945.9,745422.2
 "34000","New Jersey",2,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",169602.2,182590.3,191651.1,209723.1,214258.7,219875.2,226678.0,237220.4,247666.2,258040.9,268815.1,273764.6,265307.3,267828.0,272747.2,281033.2,289211.3,297584.2,308589.6,314087.3,323719.5,336883.9,349678.5,351877.0,377913.3,(NA)
 "34000","New Jersey",2,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",113056.4,110113.3,116530.6,122851.6,130313.9,135870.3,141852.9,142931.7,151590.2,160183.9,164594.4,181334.7,177437.2,183946.8,180443.5,192371.5,198725.0,196769.0,205616.7,212139.5,212110.9,221508.9,228521.6,230983.9,251676.5,(NA)
 "34000","New Jersey",2,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",25158.5,27157.7,27883.2,28430.7,29125.3,30387.0,32453.7,34696.5,36480.3,39368.3,41458.4,41127.9,39714.4,40987.6,42775.1,43791.2,46241.5,48489.6,49027.5,49274.2,51590.5,55713.7,59430.3,37225.0,53356.2,(NA)
 "34000","New Jersey",2,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",26287.2,28200.5,28987.4,29492.8,30340.5,31596.1,33822.4,36081.8,38037.7,40761.5,42761.2,42535.5,41355.7,42557.1,44551.2,45447.4,47879.9,50138.2,50622.2,51019.3,53224.0,57345.0,61099.3,61294.8,68437.6,(NA)
 "34000","New Jersey",2,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-1128.8,-1042.8,-1104.2,-1062.1,-1215.2,-1209.1,-1368.7,-1385.3,-1557.4,-1393.2,-1302.8,-1407.6,-1641.3,-1569.5,-1776.1,-1656.3,-1638.5,-1648.6,-1594.6,-1745.1,-1633.5,-1631.3,-1669.0,-24069.7,-15081.4,(NA)
 "35000","New Mexico",6,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",67285.2,66944.0,70487.9,71652.8,71730.5,73909.6,76767.5,83038.7,84034.4,86058.4,86738.8,86965.2,88069.9,87610.3,87592.9,87925.2,86856.6,88991.2,89701.3,89151.4,88962.9,90933.6,94897.4,92496.3,93625.1,94663.4
 "35000","New Mexico",6,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",76.526,76.137,80.168,81.493,81.581,84.060,87.310,94.442,95.575,97.877,98.651,98.908,100.165,99.642,99.622,100.000,98.785,101.212,102.020,101.395,101.180,103.422,107.930,105.199,106.483,107.664
 "35000","New Mexico",6,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",52475.6,50658.7,53017.3,55105.0,55789.7,57808.3,62651.1,69956.6,73911.4,77610.4,80799.8,84688.4,82461.5,84611.5,87062.8,87925.2,88756.9,92185.7,90274.3,89769.4,92273.6,97268.0,102027.5,98790.0,109582.8,122114.8
 "35000","New Mexico",6,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",23002.3,24255.7,25051.5,26791.2,28479.8,29988.6,31589.3,33613.7,35841.7,38228.0,40330.2,42132.8,41313.6,41978.8,42979.6,44139.3,44498.9,45743.4,46988.2,47420.1,48567.4,50918.0,53428.3,53424.0,56533.0,(NA)
 "35000","New Mexico",6,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",25921.2,22877.4,24291.9,24481.3,23522.2,24034.1,27154.6,31897.2,33656.6,34163.9,34791.8,36566.2,35773.5,37379.4,38783.0,38028.7,38284.7,39747.0,36828.4,36043.9,36977.8,38662.1,40058.2,39700.5,45676.0,(NA)
 "35000","New Mexico",6,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",3552.1,3525.7,3673.8,3832.6,3787.8,3785.5,3907.1,4445.8,4413.1,5218.5,5677.8,5989.4,5374.4,5253.3,5300.2,5757.2,5973.2,6695.3,6457.7,6305.4,6728.4,7688.0,8541.1,5665.5,7373.8,(NA)
 "35000","New Mexico",6,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",3678.0,3669.8,3855.8,3998.7,3987.7,3953.4,4109.1,4637.8,4687.1,5441.6,5876.8,6201.0,5639.6,5518.0,5588.4,6037.2,6275.0,7068.7,6702.2,6574.9,7001.3,7978.8,8870.7,8500.1,9490.3,(NA)
 "35000","New Mexico",6,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-126.0,-144.2,-181.9,-166.1,-200.0,-167.9,-201.9,-192.0,-274.0,-223.1,-199.0,-211.7,-265.2,-264.7,-288.2,-280.0,-301.8,-373.4,-244.5,-269.5,-272.9,-290.8,-329.7,-2834.6,-2116.4,(NA)
 "36000","New York",2,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",977797.9,997251.9,1051337.6,1092188.2,1112794.4,1106150.8,1110613.1,1144125.1,1168891.1,1199276.9,1208564.6,1190080.9,1230672.3,1277466.8,1279527.1,1328233.5,1329376.3,1353410.4,1373643.0,1403230.5,1419112.1,1458382.4,1500833.4,1432507.0,1514779.2,1563043.7
 "36000","New York",2,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.616,75.081,79.153,82.229,83.780,83.280,83.616,86.139,88.003,90.291,90.990,89.599,92.655,96.178,96.333,100.000,100.086,101.896,103.419,105.646,106.842,109.799,112.995,107.851,114.045,117.678
 "36000","New York",2,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",718814.3,745502.4,795230.0,841181.3,878346.5,890258.1,912474.6,967151.9,1016037.5,1075154.6,1119381.5,1116591.0,1160081.3,1223529.7,1247605.8,1328233.5,1365529.0,1430923.3,1487627.6,1551354.1,1604649.9,1697661.4,1787666.0,1740804.7,1901296.5,2053179.7
 "36000","New York",2,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",384483.0,413587.1,437850.0,478847.4,490636.8,484107.7,495942.0,526453.5,552341.8,591588.9,639525.0,655797.9,618793.0,644162.3,665960.6,686389.1,706111.5,743634.2,775746.0,789376.6,832211.1,874178.0,912217.2,904525.1,976924.1,(NA)
 "36000","New York",2,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",285946.2,282284.7,305524.5,309367.0,333484.5,350262.9,354833.5,372164.0,387437.4,402892.0,396264.0,379649.2,460327.2,489273.1,488737.6,544781.1,556535.5,579531.3,600087.9,648249.3,656802.7,701779.5,749172.7,764090.3,820215.1,(NA)
 "36000","New York",2,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",48385.1,49630.7,51855.5,52966.9,54225.2,55887.5,61699.2,68534.4,76258.3,80673.7,83592.5,81143.9,80961.2,90094.2,92907.6,97063.3,102882.0,107757.9,111793.8,113728.2,115636.1,121703.9,126276.1,72189.2,104157.4,(NA)
 "36000","New York",2,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",53171.8,53809.2,55811.9,56854.4,58389.9,60411.4,66531.4,73418.2,81487.6,85621.8,88314.9,86221.8,86823.1,95927.6,99310.4,103318.1,109157.8,114063.8,118228.8,120552.2,122242.4,128642.5,133184.1,130942.4,141639.0,(NA)
 "36000","New York",2,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-4786.7,-4178.6,-3956.4,-3887.4,-4164.8,-4523.9,-4832.2,-4883.8,-5229.3,-4948.1,-4722.4,-5077.8,-5861.9,-5833.4,-6402.9,-6254.8,-6275.8,-6305.9,-6435.0,-6824.0,-6606.3,-6938.6,-6907.9,-58753.2,-37481.6,(NA)
 "37000","North Carolina",5,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",315648.2,326786.2,345457.6,356912.5,359617.0,364870.4,373987.6,389210.1,409003.9,434209.2,438960.1,450538.0,431955.3,437836.5,443288.7,445095.3,452056.2,462253.1,475096.6,482968.9,495221.3,501564.9,512834.8,506658.1,541933.8,559510.1
 "37000","North Carolina",5,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",70.917,73.419,77.614,80.188,80.796,81.976,84.024,87.444,91.891,97.554,98.622,101.223,97.048,98.369,99.594,100.000,101.564,103.855,106.740,108.509,111.262,112.687,115.219,113.831,121.757,125.706
 "37000","North Carolina",5,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",233934.9,246890.4,265375.7,278008.5,288069.5,297846.4,310388.9,329878.9,355469.7,387525.0,401490.9,418793.4,411155.8,420027.6,431722.7,445095.3,462268.9,483191.3,508928.7,526029.8,548522.1,567836.2,594521.0,598915.9,662120.8,730072.4
 "37000","North Carolina",5,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",126356.7,135943.1,145573.1,155621.0,160357.6,162929.9,168300.7,178461.0,188830.1,201938.3,214560.7,219325.4,211313.4,216396.7,222349.3,232251.7,237816.2,250748.0,263271.4,271708.8,285034.7,300892.5,316264.4,325305.8,356397.2,(NA)
 "37000","North Carolina",5,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",93019.9,95791.9,104006.0,105673.2,111365.1,117168.6,123138.7,131137.9,145225.7,161835.4,163353.9,175612.4,171655.1,174937.0,180758.2,183676.5,194848.7,201028.0,214148.3,221613.5,229779.8,232004.9,242634.8,251167.3,275705.4,(NA)
 "37000","North Carolina",5,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",14558.3,15155.4,15796.6,16714.3,16346.7,17748.0,18949.5,20280.0,21413.9,23751.3,23576.4,23855.7,28187.3,28693.9,28615.2,29167.1,29604.0,31415.2,31509.0,32707.5,33707.7,34938.8,35621.7,22442.8,30018.2,(NA)
 "37000","North Carolina",5,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",15088.8,15717.1,16554.0,17609.3,17353.7,18631.4,19952.8,21156.3,23265.4,25151.1,24822.0,25073.3,29574.2,30056.8,30107.4,30698.0,31110.1,32854.6,32697.8,34020.3,35001.0,36186.8,37185.5,37441.8,40876.9,(NA)
 "37000","North Carolina",5,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-530.5,-561.7,-757.3,-894.9,-1007.0,-883.4,-1003.4,-876.3,-1851.5,-1399.9,-1245.6,-1217.7,-1386.8,-1362.9,-1492.2,-1530.9,-1506.1,-1439.4,-1188.8,-1312.8,-1293.4,-1248.0,-1563.8,-14999.0,-10858.7,(NA)
 "38000","North Dakota",4,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",22413.1,23674.9,23770.7,24706.0,24909.9,26290.8,27870.4,28284.1,29345.2,30590.1,32022.2,34256.4,35244.4,37917.2,42340.8,51832.6,52892.4,57790.0,56542.4,52974.6,54187.1,55914.2,56385.4,53653.6,53803.6,53125.4
 "38000","North Dakota",4,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",43.241,45.676,45.861,47.665,48.058,50.723,53.770,54.568,56.615,59.017,61.780,66.091,67.997,73.153,81.688,100.000,102.045,111.494,109.087,102.203,104.543,107.875,108.784,103.513,103.803,102.494
 "38000","North Dakota",4,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",15760.8,16816.6,17067.2,18100.1,18889.1,20194.7,22061.1,23259.0,24700.0,26500.7,29075.4,31874.4,32226.0,35676.2,41587.7,51832.6,54271.0,59926.3,55996.9,51989.2,55394.7,59248.7,59199.2,54422.9,63559.6,73267.1
 "38000","North Dakota",4,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",8802.2,9277.7,9656.9,10195.0,10802.2,11244.0,11851.1,12699.8,13363.4,14278.5,15254.7,16463.9,16940.7,18296.5,20899.8,24386.9,26326.5,29162.8,28654.0,26898.9,27593.6,28853.4,29996.6,29047.5,30045.8,(NA)
 "38000","North Dakota",4,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",5905.7,6670.9,6829.7,7416.1,7514.2,7847.3,9180.4,9272.1,10242.9,10789.9,12331.8,14037.4,13771.4,15943.9,18498.8,24666.5,25184.6,27082.4,23542.9,21794.6,24191.4,26659.4,25578.7,23849.8,31241.2,(NA)
 "38000","North Dakota",4,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",1052.9,868.0,580.6,489.0,572.7,1103.4,1029.6,1287.1,1093.7,1432.2,1488.9,1373.1,1514.0,1435.7,2189.1,2779.1,2759.9,3681.1,3800.0,3295.8,3609.7,3735.9,3623.9,1525.6,2272.6,(NA)
 "38000","North Dakota",4,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",1451.1,1476.1,1528.0,1610.1,1561.7,1595.9,1772.0,1888.0,2033.1,2063.5,2128.8,2326.3,2338.8,2503.5,3069.9,3647.8,4026.2,4622.2,4728.5,4485.4,4799.9,5048.4,5247.9,5087.4,5517.1,(NA)
 "38000","North Dakota",4,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-398.2,-608.1,-947.3,-1121.1,-989.0,-492.5,-742.4,-601.0,-939.4,-631.3,-639.9,-953.1,-824.8,-1067.8,-880.8,-868.7,-1266.3,-941.1,-928.5,-1189.6,-1190.2,-1312.5,-1624.0,-3561.8,-3244.5,(NA)
 "39000","Ohio",3,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",471450.9,487532.8,499292.8,509949.2,502967.6,513215.5,519939.4,534064.6,545968.7,545504.1,546729.3,537124.1,511076.5,523979.4,541180.2,545740.1,556210.5,574177.9,578852.4,583946.4,593636.0,597925.5,613251.4,594143.6,629287.0,638910.0
 "39000","Ohio",3,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",86.387,89.334,91.489,93.442,92.162,94.040,95.272,97.861,100.042,99.957,100.181,98.421,93.648,96.013,99.164,100.000,101.919,105.211,106.067,107.001,108.776,109.562,112.371,108.869,115.309,117.072
 "39000","Ohio",3,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",343430.3,361638.1,376465.2,392277.2,396944.5,411034.5,423780.2,446225.3,468891.6,482738.1,497761.5,496919.4,482281.1,500515.3,528189.9,545740.1,566532.4,595640.9,611019.5,623265.3,645636.8,667115.6,697166.8,684382.5,756617.2,822669.7
 "39000","Ohio",3,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",196108.7,207545.9,218259.0,228255.5,232948.6,236366.8,243779.7,254188.5,261403.0,271984.8,279928.0,282468.5,268456.3,273353.6,284931.9,296610.0,306358.4,318204.2,329830.7,336967.9,349161.6,361532.6,374076.5,376260.4,399275.8,(NA)
 "39000","Ohio",3,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",125809.5,131812.2,135445.8,140147.0,140143.1,149294.2,153840.3,164363.6,177846.6,180554.7,184880.4,181807.2,182490.0,195392.1,210736.8,215642.3,224319.1,238573.3,241552.7,246051.0,254228.0,262276.1,278826.5,283454.9,320372.9,(NA)
 "39000","Ohio",3,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars) ","Millions of current dollars",21512.1,22280.0,22760.3,23874.7,23852.8,25373.6,26160.1,27673.2,29642.0,30198.6,32953.2,32643.7,31334.8,31769.6,32521.3,33487.8,35854.9,38863.4,39636.1,40246.5,42247.2,43306.9,44263.8,24667.2,36968.5,(NA)
 "39000","Ohio",3,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars) ","Millions of current dollars",22408.6,23269.6,24106.5,25212.9,25396.6,26546.4,27572.8,29047.2,31393.3,31725.9,34296.4,34004.8,33004.1,33437.3,34374.2,35256.2,37603.1,40439.2,41290.1,42065.8,43868.4,45024.7,46265.8,47112.7,51708.8,(NA)
 "39000","Ohio",3,SAGDP1,8,"..."," Subsidies (millions of dollars) ","Millions of current dollars",-896.5,-989.6,-1346.1,-1338.2,-1543.8,-1172.8,-1412.8,-1374.0,-1751.4,-1527.3,-1343.3,-1361.2,-1669.3,-1667.7,-1852.9,-1768.3,-1748.2,-1575.8,-1654.0,-1819.4,-1621.2,-1717.8,-2002.0,-22445.5,-14740.3,(NA)
 "40000","Oklahoma",6,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",115088.5,117596.0,119685.4,124227.6,128891.2,131293.3,133417.2,138096.8,143471.1,152857.7,156219.5,162387.0,160091.6,160564.2,166327.2,174874.4,177698.9,189360.0,197071.9,193025.1,194017.2,197453.2,201161.5,192485.5,193230.0,191388.1
 "40000","Oklahoma",6,SAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",65.812,67.246,68.441,71.038,73.705,75.079,76.293,78.969,82.042,87.410,89.332,92.859,91.547,91.817,95.112,100.000,101.615,108.283,112.693,110.379,110.947,112.911,115.032,110.071,110.496,109.443
 "40000","Oklahoma",6,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars) ","Millions of current dollars",79044.4,81196.9,84223.9,91093.9,97059.6,99479.2,105713.5,113873.8,125081.6,137436.5,145752.1,160763.7,146633.0,154287.4,166235.8,174874.4,182694.7,196631.6,186815.6,181244.4,190553.0,202712.5,204192.5,190063.6,215336.3,240534.3
 "40000","Oklahoma",6,SAGDP1,4,"...","Compensation (millions of dollars) ","Millions of current dollars",43635.0,46522.0,48396.9,51943.6,54857.9,55921.5,57533.3,60659.9,64103.4,69916.4,73548.7,77534.9,75579.5,77859.9,82376.3,86871.1,90071.4,94041.0,95857.2,94115.1,97044.9,102471.4,106059.7,104842.2,109800.8,(NA)
 "40000","Oklahoma",6,SAGDP1,5,"...","Gross operating surplus (millions of dollars) ","Millions of current dollars",30165.6,29450.9,30636.0,33284.7,36288.7,37554.9,41875.8,46201.6,53552.3,59223.3,63548.2,74309.1,62082.3,66950.5,74005.0,77120.5,81499.2,91512.3,79681.4,76066.5,82043.2,87957.7,85408.6,78158.1,97396.5,(NA)
